Year,Make,Model,Detailed_model,Price,Mileage,Website
2017,Nissan,Altima,2.5,17538,48480,TC
2016,Nissan,Altima,2.5,17400,45488,TC
2016,Nissan,Altima,2.5,20991,8452,TC
2018,Nissan,Altima,2.5,19591,45566,TC
2019,Nissan,Altima,SL,28988,7240,TC
2011,Nissan,Altima,3.5 SR Sedan,6995,203551,TC
2019,Nissan,Altima,SR,N/A,1667,TC
2019,Nissan,Altima,SR,N/A,2353,TC
2019,Nissan,Altima,SL,N/A,3019,TC
2019,Nissan,Altima,SL,N/A,3334,TC
2019,Nissan,Altima,SR,N/A,3597,TC
2017,Nissan,Altima,2.5,N/A,23571,TC
2015,Nissan,Altima,2.5,12757,29957,TC
2016,Nissan,Altima,2.5,13488,31080,TC
2012,Nissan,Altima,2.5 Sedan,8999,50177,TC
2015,Nissan,Altima,,8990,81489,TC
2014,Nissan,Altima,2.5,10924,53792,TC
2016,Nissan,Altima,2.5,13488,38860,TC
2015,Nissan,Altima,2.5,10957,59897,TC
2016,Nissan,Altima,2.5,15396,21660,TC
2019,Nissan,Altima,SL,N/A,3334,TC
2019,Nissan,Altima,SR,N/A,3597,TC
2017,Nissan,Altima,2.5,N/A,23571,TC
2015,Nissan,Altima,2.5,12757,29957,TC
2016,Nissan,Altima,2.5,13488,31080,TC
2012,Nissan,Altima,2.5 Sedan,8999,50177,TC
2015,Nissan,Altima,,8990,81489,TC
2014,Nissan,Altima,2.5,10924,53792,TC
2016,Nissan,Altima,2.5,13488,38860,TC
2015,Nissan,Altima,2.5,10957,59897,TC
2016,Nissan,Altima,2.5,15396,21660,TC
2014,Nissan,Altima,2.5,12420,38490,TC
2017,Nissan,Altima,2.5,14600,42961,TC
2018,Nissan,Altima,2.5,15306,43570,TC
2016,Nissan,Altima,2.5,11998,65084,TC
2019,Nissan,Altima,SR,21000,4470,TC
2017,Nissan,Altima,2.5,15488,35106,TC
2016,Nissan,Altima,2.5,14995,41881,TC
2018,Nissan,Altima,2.5,18250,9479,TC
2017,Nissan,Altima,2.5,15488,38818,TC
2016,Nissan,Altima,2.5,12990,61884,TC
2015,Nissan,Altima,2.5,10000,93875,TC
2011,Nissan,Altima,2.5 SL Sedan,7599,102729,TC
2016,Nissan,Altima,2.5,12351,83502,TC
2017,Nissan,Altima,2017.5 3.5,17585,38399,TC
2011,Nissan,Altima,2.5 S Sedan,3800,148836,TC
2009,Nissan,Altima,2.5 S Sedan,5797,115282,TC
2013,Nissan,Altima,3.5 SL,9995,99353,TC
2009,Nissan,Altima,2.5 SL Sedan,4346,158203,TC
2017,Nissan,Altima,2.5,16900,17987,TC
2016,Nissan,Altima,2.5,13790,48211,TC
2018,Nissan,Altima,2.5,15988,28392,TC
2018,Nissan,Altima,2.5,15988,36066,TC
2015,Nissan,Altima,2.5,13500,48767,TC
2016,Nissan,Altima,2.5,15846,31758,TC
2014,Nissan,Altima,,9500,96060,TC
2016,Nissan,Altima,2.5,15388,38411,TC
2011,Nissan,Altima,3.5 SR Coupe,12995,16005,TC
2007,Nissan,Altima,2.5 S,6750,67796,TC
2014,Nissan,Altima,2.5,10284,82425,TC
2016,Nissan,Altima,2.5,14950,45573,TC
2017,Nissan,Altima,2.5,15997,36587,TC
2018,Nissan,Altima,2.5,17990,21706,TC
2018,Nissan,Altima,2.5,16525,41367,TC
2016,Nissan,Altima,2.5,12976,85439,TC
2017,Nissan,Altima,2.5,17990,28447,TC
2016,Nissan,Altima,2.5,17402,42659,TC
2016,Nissan,Altima,2.5,15950,63504,TC
2016,Nissan,Altima,2.5,13450,65267,TC
2017,Nissan,Altima,2.5,15990,45618,TC
2018,Nissan,Altima,2.5,17991,33895,TC
2016,Nissan,Altima,2.5,18080,18625,TC
2006,Nissan,Altima,2.5 S,3974,147448,TC
2016,Nissan,Altima,,19998,12277,TC
2018,Nissan,Altima,2.5,18037,44307,TC
2015,Nissan,Altima,2.5,14775,69996,TC
2018,Nissan,Altima,2.5,18491,43105,TC
2017,Nissan,Altima,2.5,17900,9689,TC
2017,Nissan,Altima,2.5,13700,59615,TC
2015,Nissan,Altima,2.5,10000,88997,TC
2017,Nissan,Altima,2.5,13995,50386,TC
2017,Nissan,Altima,2017.5 2.5,14852,39253,TC
2015,Nissan,Altima,2.5,14252,35672,TC
2018,Nissan,Altima,2.5,15100,41921,TC
2018,Nissan,Altima,2.5,15995,31605,TC
2018,Nissan,Altima,2.5,15100,42711,TC
2015,Nissan,Altima,2.5,13900,41239,TC
2014,Nissan,Altima,2.5,11888,61210,TC
2017,Nissan,Altima,2017.5 2.5,15425,37663,TC
2018,Nissan,Altima,2.5,15390,40585,TC
2017,Nissan,Altima,2017.5 2.5,14300,45449,TC
2014,Nissan,Altima,2.5,10000,80342,TC
2016,Nissan,Altima,2.5,15700,20229,TC
2009,Nissan,Altima,2.5 S Sedan,5984,91000,TC
2018,Nissan,Altima,2.5,15390,41240,TC
2016,Nissan,Altima,2.5,12998,50738,TC
2017,Nissan,Altima,2.5,15600,32156,TC
2017,Nissan,Altima,2017.5 2.5,13488,55573,TC
2016,Nissan,Altima,,14800,33842,TC
2016,Nissan,Altima,2.5,15388,35407,TC
2018,Nissan,Altima,2.5,14988,49768,TC
2015,Nissan,Altima,2.5,11750,64446,TC
2017,Nissan,Altima,2.5,13695,48926,TC
2015,Nissan,Altima,2.5,10799,60330,TC
2015,Nissan,Altima,2.5,11900,49449,TC
2016,Nissan,Altima,2.5,13924,43578,TC
2015,Nissan,Altima,,11250,59741,TC
2017,Nissan,Altima,2.5,15600,21944,TC
2011,Nissan,Altima,2.5 Sedan,7998,71342,TC
2018,Nissan,Altima,2.5,14827,40188,TC
2018,Nissan,Altima,2.5,14500,50966,TC
2016,Nissan,Altima,2.5,14709,38592,TC
2017,Nissan,Altima,2017.5 2.5,16000,18401,TC
2018,Nissan,Altima,2.5,14500,45426,TC
2014,Nissan,Altima,2.5,9399,72747,TC
2016,Nissan,Altima,2.5,11650,74455,TC
2015,Nissan,Altima,2.5,11100,67298,TC
2018,Nissan,Altima,2.5,14777,42749,TC
2018,Nissan,Altima,2.5,15500,40472,TC
2012,Nissan,Altima,2.5 S Sedan,7995,73009,TC
2017,Nissan,Altima,2.5,16950,15881,TC
2018,Nissan,Altima,2.5,14988,40542,TC
2016,Nissan,Altima,2.5,14600,28004,TC
2016,Nissan,Altima,2.5,13788,46274,TC
2017,Nissan,Altima,2.5,15987,32983,TC
2015,Nissan,Altima,2.5,10000,74720,TC
2017,Nissan,Altima,2.5,15873,34515,TC
2014,Nissan,Altima,2.5,9995,66596,TC
2018,Nissan,Altima,2.5,15100,39458,TC
2018,Nissan,Altima,2.5,15688,41448,TC
2018,Nissan,Altima,2.5,15899,43880,TC
2016,Nissan,Altima,2.5,11824,60634,TC
2016,Nissan,Altima,2.5,13324,42755,TC
2016,Nissan,Altima,2.5,12750,37834,TC
2017,Nissan,Altima,2.5,14200,40807,TC
2015,Nissan,Altima,2.5,11688,51406,TC
2017,Nissan,Altima,2.5,14321,36976,TC
2017,Nissan,Altima,2.5,12324,64356,TC
2019,Nissan,Altima,S,17500,11081,TC
2017,Nissan,Altima,2.5,14440,35967,TC
2018,Nissan,Altima,2.5,14988,39648,TC
2018,Nissan,Altima,2.5,14000,42092,TC
2019,Nissan,Altima,S,17895,4226,TC
2017,Nissan,Altima,2017.5 2.5,13997,44815,TC
2015,Nissan,Altima,2.5,10156,77121,TC
2012,Nissan,Altima,2.5 S Sedan,8199,61537,TC
2014,Nissan,Altima,2.5,6500,113033,TC
2018,Nissan,Altima,2.5,14988,42030,TC
2017,Nissan,Altima,2.5,14982,35385,TC
2018,Nissan,Altima,2.5,14495,38097,TC
2017,Nissan,Altima,2.5,13000,47743,TC
2016,Nissan,Altima,2.5,13263,36339,TC
2018,Nissan,Altima,2.5,16952,4177,TC
2017,Nissan,Altima,2.5,16724,15589,TC
2015,Nissan,Altima,2.5,10906,70263,TC
2016,Nissan,Altima,2.5,14524,33872,TC
2015,Nissan,Altima,2.5,12366,48639,TC
2016,Nissan,Altima,2.5,15295,19997,TC
2014,Nissan,Altima,2.5,13000,31344,TC
2015,Nissan,Altima,2.5,7500,112863,TC
2016,Nissan,Altima,2.5,14800,36278,TC
2015,Nissan,Altima,2.5,10399,80886,TC
2016,Nissan,Altima,2.5,16788,21717,TC
2008,Nissan,Altima,2.5 S Coupe,5995,74444,TC
2015,Nissan,Altima,2.5,11380,70134,TC
2017,Nissan,Altima,2017.5 2.5,15200,41556,TC
2017,Nissan,Altima,2.5,15563,43810,TC
2016,Nissan,Altima,2.5,17388,15150,TC
2018,Nissan,Altima,2.5,16228,47345,TC
2014,Nissan,Altima,2.5,8499,97776,TC
2019,Nissan,Altima,SR,21000,2252,TC
2012,Nissan,Altima,2.5 S Sedan,6799,110585,TC
2016,Nissan,Altima,2.5,15491,27041,TC
2009,Nissan,Altima,2.5 S Coupe,6995,74598,TC
2016,Nissan,Altima,2.5,12995,72311,TC
2019,Nissan,Altima,SR,21350,2434,TC
2016,Nissan,Altima,2.5,14000,58249,TC
2018,Nissan,Altima,2.5,16950,41241,TC
2018,Nissan,Altima,2.5,15500,51285,TC
2017,Nissan,Altima,2.5,17500,19285,TC
2009,Nissan,Altima,3.5 SE Sedan,8963,63232,TC
2017,Nissan,Altima,2.5,15590,42819,TC
2016,Nissan,Altima,2.5,17224,27365,TC
2016,Nissan,Altima,2.5,16680,32089,TC
2015,Nissan,Altima,2.5,14488,40365,TC
2019,Nissan,Altima,S,21335,2357,TC
2016,Nissan,Altima,2.5,18799,27739,TC
2017,Nissan,Altima,2.5,16600,48102,TC
2016,Nissan,Altima,2.5,18908,27601,TC
2016,Nissan,Altima,3.5 SL,18999,20979,TC
2016,Nissan,Altima,2.5,18981,27733,TC
2016,Nissan,Altima,3.5,19999,9780,TC
2017,Nissan,Altima,2.5,16999,21617,TC
2008,Nissan,Altima,2.5 SL Sedan,6995,94180,TC
2018,Nissan,Altima,2.5,17998,28613,TC
2017,Nissan,Altima,,17998,15212,TC
2017,Nissan,Altima,,18388,11847,TC
2018,Nissan,Altima,2.5,16388,44501,TC
2014,Nissan,Altima,2.5,14588,31868,TC
2017,Nissan,Altima,2.5,19580,19190,TC
2016,Nissan,Altima,2.5,17618,33394,TC
2014,Nissan,Altima,2.5,12767,55039,TC
2016,Nissan,Altima,2.5,17000,47125,TC
2009,Nissan,Altima,2.5 SL Sedan,7900,97047,TC
2015,Nissan,Altima,2.5,14880,27601,TC
2008,Nissan,Altima,2.5 SL Sedan,1788,254236,TC
2015,Nissan,Altima,2.5,13610,44427,TC
2015,Nissan,Altima,2.5,13986,59224,TC
2016,Nissan,Altima,,17495,27063,TC
2017,Nissan,Altima,,16500,36564,TC
2017,Nissan,Altima,2.5,16777,43817,TC
2017,Nissan,Altima,2.5,15990,43891,TC
2017,Nissan,Altima,2017.5 2.5,18999,19148,TC
2018,Nissan,Altima,2.5,17971,40988,TC
2016,Nissan,Altima,2.5,17991,15834,TC
2016,Nissan,Altima,2.5,18598,23710,TC
2018,Nissan,Altima,2.5,16977,38216,TC
2015,Nissan,Altima,2.5,13300,59602,TC
2016,Nissan,Altima,2.5,17800,25879,TC
2009,Nissan,Altima,2.5 SL Sedan,8500,66004,TC
2014,Nissan,Altima,2.5,13300,51459,TC
2015,Nissan,Altima,2.5,11188,95713,TC
2016,Nissan,Altima,,14500,54727,TC
2015,Nissan,Altima,2.5,11000,88950,TC
2018,Nissan,Altima,2.5,18600,23053,TC
2016,Nissan,Altima,2.5,16788,36170,TC
2018,Nissan,Altima,2.5,17477,42406,TC
2017,Nissan,Altima,2.5,14400,67900,TC
2016,Nissan,Altima,2.5,16450,42985,TC
2017,Nissan,Altima,3.5,17488,41523,TC
2016,Nissan,Altima,2.5,18356,27368,TC
2016,Nissan,Altima,2.5,14990,52913,TC
2017,Nissan,Altima,2.5,16700,41996,TC
2017,Nissan,Altima,2.5,15840,48462,TC
2017,Nissan,Altima,2.5,16477,42536,TC
2014,Nissan,Altima,2.5,12900,62404,TC
2016,Nissan,Altima,2.5,18709,12450,TC
2017,Nissan,Altima,2.5,16477,43068,TC
2016,Nissan,Altima,2.5,18724,18000,TC
2016,Nissan,Altima,2.5,13998,64867,TC
2018,Nissan,Altima,2.5,17610,38094,TC
2018,Nissan,Altima,2.5,17995,47301,TC
2012,Nissan,Altima,2.5 S Sedan,7488,113265,TC
2009,Nissan,Altima,2.5 SL Sedan,8500,75972,TC
2016,Nissan,Altima,2.5,16981,44256,TC
2015,Nissan,Altima,,13200,71625,TC
2019,Nissan,Altima,S,23992,1475,TC
2007,Nissan,Altima,2.5 S,2488,147135,TC
2019,Nissan,Altima,SV,24421,1804,TC
2008,Nissan,Altima,3.5 SE Sedan,6750,114707,TC
2008,Nissan,Altima,2.5 S Coupe,4750,138456,TC
2019,Nissan,Altima,Platinum,24892,5128,TC
2005,Nissan,Altima,3.5 SE,2188,147405,TC
2019,Nissan,Altima,SL,25853,382,TC
2019,Nissan,Altima,S,26011,15,TC
2012,Nissan,Altima,2.5 Sedan,10325,34586,TC
2008,Nissan,Altima,2.5 S Sedan,4797,156034,TC
2015,Nissan,Altima,2.5,13225,31151,TC
2017,Nissan,Altima,2.5,15448,26538,TC
2016,Nissan,Altima,2.5,14324,31171,TC
2016,Nissan,Altima,2.5,14999,21294,TC
2016,Nissan,Altima,2.5,15387,17370,TC
2016,Nissan,Altima,2.5,15744,18296,TC
2016,Nissan,Altima,2.5,15312,23711,TC
2018,Nissan,Altima,2.5,17299,12906,TC
2016,Nissan,Altima,2.5,14890,24650,TC
2016,Nissan,Altima,2.5,16000,17191,TC
2015,Nissan,Altima,2.5,14288,29156,TC
2016,Nissan,Altima,2.5,14374,34474,TC
2016,Nissan,Altima,2.5,14198,35523,TC
2016,Nissan,Altima,2.5,15200,18132,TC
2017,Nissan,Altima,2017.5 2.5,16100,16202,TC
2015,Nissan,Altima,2.5,15000,13264,TC
2018,Nissan,Altima,2.5,16400,22234,TC
2016,Nissan,Altima,2.5,15696,29035,TC
2018,Nissan,Altima,2.5,16698,41474,TC
2015,Nissan,Altima,2.5,15700,19187,TC
2015,Nissan,Altima,2.5,13000,64837,TC
2015,Nissan,Altima,2.5,10995,86176,TC
2018,Nissan,Altima,2.5,16443,45820,TC
2018,Nissan,Altima,2.5,16190,40523,TC
2018,Nissan,Altima,2.5,16450,45657,TC
2017,Nissan,Altima,2.5,16400,29991,TC
2017,Nissan,Altima,2.5,15777,47183,TC
2016,Nissan,Altima,2.5,16000,26254,TC
2018,Nissan,Altima,2.5,16999,40503,TC
2018,Nissan,Altima,2.5,16190,42180,TC
2018,Nissan,Altima,2.5,16999,41581,TC
2016,Nissan,Altima,2.5,16491,17072,TC
2018,Nissan,Altima,2.5,16300,42191,TC
2018,Nissan,Altima,2.5,16418,41374,TC
2018,Nissan,Altima,2.5,16867,36000,TC
2016,Nissan,Altima,2.5,11998,75900,TC
2017,Nissan,Altima,2.5,15806,48872,TC
2016,Nissan,Altima,2.5,15630,30932,TC
2016,Nissan,Altima,,15200,40914,TC
2019,Nissan,Altima,SL,29395,102,TC
2016,Nissan,Altima,2.5,17224,28857,TC
2017,Nissan,Altima,2.5,17950,25743,TC
2015,Nissan,Altima,2.5,10499,91273,TC
2016,Nissan,Altima,2.5,14995,45842,TC
2017,Nissan,Altima,2.5,15200,52177,TC
2016,Nissan,Altima,2.5,17282,25188,TC
2017,Nissan,Altima,2.5,15390,49786,TC
2016,Nissan,Altima,2.5,18698,16667,TC
2016,Nissan,Altima,2.5,15000,23465,TC
2018,Nissan,Altima,2.5,16433,33505,TC
2016,Nissan,Altima,2.5,15400,31096,TC
2019,Nissan,Altima,SL,26995,458,TC
2012,Nissan,Altima,2.5 S Sedan,9788,63038,TC
2015,Nissan,Altima,2.5,15000,16822,TC
2016,Nissan,Altima,2.5,15400,20206,TC
2015,Nissan,Altima,2.5,14600,21321,TC
2016,Nissan,Altima,2.5,15495,19113,TC
2016,Nissan,Altima,2.5,16448,23170,TC
2018,Nissan,Altima,2.5,15997,40807,TC
2018,Nissan,Altima,2.5,15889,39589,TC
2018,Nissan,Altima,2.5,15977,36492,TC
2018,Nissan,Altima,2.5,15590,37798,TC
2017,Nissan,Altima,2.5,15161,44533,TC
2017,Nissan,Altima,2.5,14354,53336,TC
2017,Nissan,Altima,2.5,15382,42387,TC
2018,Nissan,Altima,2.5,15488,40856,TC
2017,Nissan,Altima,2.5,15400,33693,TC
2017,Nissan,Altima,2.5,15200,36328,TC
2015,Nissan,Altima,2.5,14100,32570,TC
2017,Nissan,Altima,2017.5 2.5,13999,51520,TC
2016,Nissan,Altima,2.5,15789,32635,TC
2017,Nissan,Altima,2.5,16590,19243,TC
2015,Nissan,Altima,2.5,10950,82060,TC
2016,Nissan,Altima,2.5,11584,84800,TC
2014,Nissan,Altima,2.5,13700,33428,TC
2018,Nissan,Altima,2.5,15880,41238,TC
2016,Nissan,Altima,2.5,15800,26038,TC
2016,Nissan,Altima,2.5,16809,28841,TC
2016,Nissan,Altima,2.5,16788,32247,TC
2016,Nissan,Altima,2.5,16258,38155,TC
2016,Nissan,Altima,2.5,15966,35761,TC
2017,Nissan,Altima,2.5,16495,41353,TC
2014,Nissan,Altima,2.5,9799,96948,TC
2014,Nissan,Altima,2.5,7899,121103,TC
2009,Nissan,Altima,2.5 SL Sedan,5995,104901,TC
2014,Nissan,Altima,2.5,8792,114210,TC
2017,Nissan,Altima,2.5,14617,68171,TC
2008,Nissan,Altima,2.5 S Coupe,5495,101183,TC
2010,Nissan,Altima,2.5 S Sedan,6450,107177,TC
2017,Nissan,Altima,2017.5 3.5,17520,41689,TC
2019,Nissan,Altima,S,21600,3333,TC
2012,Nissan,Altima,2.5 SL Sedan,6891,122848,TC
2016,Nissan,Altima,3.5,16461,41147,TC
2010,Nissan,Altima,2.5 S Sedan,6495,109680,TC
2010,Nissan,Altima,3.5 SR Sedan,8390,87284,TC
2016,Nissan,Altima,3.5,18397,16423,TC
2007,Nissan,Altima,2.5 S,4749,106251,TC
2019,Nissan,Altima,SR,20995,14530,TC
2016,Nissan,Altima,3.5,16280,51582,TC
2019,Nissan,Altima,S,23992,1475,TC
2017,Nissan,Altima,2.5,15390,49786,TC
2018,Nissan,Altima,2.5,13672,29486,TC
2018,Nissan,Altima,2.5,13772,30818,TC
2018,Nissan,Altima,2.5,13372,36141,TC
2018,Nissan,Altima,2.5,14071,38183,TC
2018,Nissan,Altima,2.5,13288,41035,TC
2018,Nissan,Altima,2.5,13988,33755,TC
2017,Nissan,Altima,2.5,11500,57880,TC
2017,Nissan,Altima,2.5,12688,43732,TC
2015,Nissan,Altima,2.5,12724,29545,TC
2018,Nissan,Altima,2.5,13988,39256,TC
2017,Nissan,Altima,2017.5 2.5,13724,36110,TC
2017,Nissan,Altima,2.5,14998,21250,TC
2016,Nissan,Altima,2.5,13988,26435,TC
2015,Nissan,Altima,2.5,11624,47371,TC
2009,Nissan,Altima,2.5 S Sedan,5995,61748,TC
2016,Nissan,Altima,2.5,13988,25446,TC
2018,Nissan,Altima,2.5,15415,17299,TC
2016,Nissan,Altima,2.5,12835,43151,TC
2016,Nissan,Altima,2.5,13524,36620,TC
2018,Nissan,Altima,2.5,14488,41082,TC
2016,Nissan,Altima,2.5,13988,30000,TC
2016,Nissan,Altima,2.5,14488,24360,TC
2017,Nissan,Altima,2017.5 2.5,14600,33303,TC
2018,Nissan,Altima,2.5,14488,42247,TC
2014,Nissan,Altima,2.5,11458,41602,TC
2018,Nissan,Altima,2.5,14699,43093,TC
2017,Nissan,Altima,2.5,13546,49623,TC
2017,Nissan,Altima,2.5,13724,45776,TC
2017,Nissan,Altima,2.5,13343,47952,TC
2014,Volkswagen,Passat,TDI SEL Premium Sedan,14991,43834,TC
2015,Volkswagen,Passat,TDI SE with Sunroof,16280,39933,TC
2013,Volkswagen,Passat,TDI SEL Premium Sedan,14900,29641,TC
2012,Volkswagen,Passat,TDI SE,10900,83427,TC
2018,Volkswagen,Passat,2.0T SE with,21880,2157,TC
2013,Volkswagen,Passat,TDI SEL Premium Sedan,14900,34413,TC
2014,Volkswagen,Passat,TDI SEL Premium Sedan,14495,48448,TC
2018,Volkswagen,Passat,2.0T,20850,2919,TC
2013,Volkswagen,Passat,TDI SEL Premium Sedan,13400,64821,TC
2013,Volkswagen,Passat,TDI SEL Premium Sedan,15300,31196,TC
2016,Volkswagen,Passat,1.8T S Auto,15200,23796,TC
2013,Volkswagen,Passat,TDI SEL Premium Sedan,11900,74390,TC
2015,Volkswagen,Passat,TDI SEL Premium,16600,35103,TC
2013,Volkswagen,Passat,SE Sedan 2.5 Auto,10643,62385,TC
2014,Volkswagen,Passat,TDI SEL Premium Sedan,15700,39655,TC
2013,Volkswagen,Passat,TDI SE Sedan,14100,26769,TC
2019,Volkswagen,Passat,2.0T Wolfsburg Edition,22991,5088,TC
2016,Volkswagen,Passat,1.8T SEL Auto,18780,19232,TC
2014,Volkswagen,Passat,TDI SEL Premium Sedan,15400,47765,TC
2017,Volkswagen,Passat,R-Line with Comfort Package,17491,23168,TC
2014,Volkswagen,Passat,SE Sedan 2.5 Manual,14500,21994,TC
2016,Volkswagen,Passat,1.8T R-Line with Comfort Package Auto,15670,38344,TC
2013,Volkswagen,Passat,TDI SEL Premium Sedan,11495,87514,TC
2016,Volkswagen,Passat,1.8T S Auto,14500,43641,TC
2016,Volkswagen,Passat,1.8T SE with Technology Auto,16977,28590,TC
2013,Volkswagen,Passat,TDI SE with Sunroof Sedan,11595,66390,TC
2016,Volkswagen,Passat,1.8T S Auto,16300,26050,TC
2015,Volkswagen,Passat,1.8T Limited Edition Auto,15710,22733,TC
2016,Volkswagen,Passat,3.6 V6 SEL Premium,20800,8900,TC
2017,Volkswagen,Passat,1.8T SEL Premium,18900,40426,TC
2016,Volkswagen,Passat,1.8T R-Line with Comfort Package Auto,15250,31773,TC
2013,Volkswagen,Passat,SE with Sunroof Sedan 2.5 Auto,11500,49128,TC
2017,Volkswagen,Passat,R-Line with Comfort Package,16495,32764,TC
2017,Volkswagen,Passat,R-Line with Comfort Package,15709,42924,TC
2016,Volkswagen,Passat,1.8T S Auto,13000,55817,TC
2013,Volkswagen,Passat,TDI SE with Sunroof Sedan,12200,53947,TC
2014,Volkswagen,Passat,S Sedan Auto,7495,106800,TC
2016,Volkswagen,Passat,1.8T SE Auto,15895,31955,TC
2013,Volkswagen,Passat,Wolfsburg Edition Sedan Auto,7795,95887,TC
2017,Volkswagen,Passat,1.8T SE,17880,20944,TC
2013,Volkswagen,Passat,TDI SE with Sunroof Sedan,12495,57283,TC
2013,Volkswagen,Passat,TDI SE with Sunroof Sedan,14400,29988,TC
2017,Volkswagen,Passat,R-Line with Comfort Package,17880,24066,TC
2013,Volkswagen,Passat,TDI SE with Sunroof Sedan,12500,57934,TC
2017,Volkswagen,Passat,1.8T SE,16995,35886,TC
2014,Volkswagen,Passat,TDI SEL Premium Sedan,12554,72143,TC
2013,Volkswagen,Passat,TDI SE with Sunroof Sedan,13500,35638,TC
2013,Volkswagen,Passat,TDI SE with Sunroof Sedan,14200,27367,TC
2016,Volkswagen,Passat,1.8T SE Auto,15480,48576,TC
2016,Volkswagen,Passat,1.8T SE Auto,16200,29513,TC
2014,Volkswagen,Passat,TDI SE with Sunroof Sedan,14500,33495,TC
2016,Volkswagen,Passat,1.8T S Auto,14880,29117,TC
2015,Volkswagen,Passat,V6 DSG SEL,15967,42773,TC
2016,Volkswagen,Passat,1.8T SE with Technology Auto,15980,44904,TC
2013,Volkswagen,Passat,TDI SE with Sunroof & Navigation Sedan,14980,32010,TC
2018,Volkswagen,Passat,2.0T,19988,19768,TC
2014,Volkswagen,Passat,TDI SE with Sunroof Sedan,10995,91635,TC
2017,Volkswagen,Passat,1.8T SE,18000,21768,TC
2018,Volkswagen,Passat,2.0T,19980,17613,TC
2014,Volkswagen,Passat,TDI SEL Premium Sedan,14991,43834,TC
2015,Volkswagen,Passat,TDI SE with Sunroof,14300,36778,TC
2016,Volkswagen,Passat,1.8T SE with Technology Auto,16725,25025,TC
2012,Volkswagen,Passat,SE 2.5 Auto,8995,75922,TC
2015,Volkswagen,Passat,TDI SE with Sunroof,13733,46528,TC
2014,Volkswagen,Passat,TDI SE with Sunroof Sedan,14000,34830,TC
2014,Volkswagen,Passat,TDI SEL Premium Sedan,13900,49152,TC
2017,Volkswagen,Passat,1.8T SE with Technology,17297,23746,TC
2016,Volkswagen,Passat,1.8T SE with Technology Auto,15999,40299,TC
2015,Volkswagen,Passat,TDI SE with Sunroof,15400,29697,TC
2017,Volkswagen,Passat,1.8T SE,13988,70293,TC
2014,Volkswagen,Passat,TDI SEL Premium Sedan,14688,39950,TC
2018,Volkswagen,Passat,2.0T,19400,9686,TC
2017,Volkswagen,Passat,1.8T SEL Premium,18880,21380,TC
2015,Volkswagen,Passat,TDI SEL Premium,16928,28993,TC
2012,Volkswagen,Passat,SE with Sunroof 2.5 Auto,7997,108558,TC
2015,Volkswagen,Passat,TDI SEL Premium,17000,24143,TC
2007,Volkswagen,Passat,Wolfsburg Edition Sedan FWD,5484,102207,TC
2019,Volkswagen,Passat,2.0T SE R-Line,22987,4885,TC
2016,Volkswagen,Passat,3.6 V6 SEL Premium,17998,40403,TC
2018,Volkswagen,Passat,V6 GT,23495,10883,TC
2016,Volkswagen,Passat,1.8T S Auto,14000,33057,TC
2016,Volkswagen,Passat,1.8T S Auto,14498,20029,TC
2016,Volkswagen,Passat,1.8T S Auto,13500,32762,TC
2016,Volkswagen,Passat,1.8T R-Line with Comfort Package Auto,16000,20289,TC
2015,Volkswagen,Passat,1.8T S Auto,12588,46345,TC
2016,Volkswagen,Passat,1.8T SE with Technology Auto,17440,7572,TC
2015,Volkswagen,Passat,1.8T Wolfsburg Edition Auto,11245,61361,TC
2016,Volkswagen,Passat,1.8T SE Auto,16712,24969,TC
2017,Volkswagen,Passat,R-Line with Comfort Package,17425,37350,TC
2015,Volkswagen,Passat,1.8T SE Auto,15600,29624,TC
2013,Volkswagen,Passat,SE with Sunroof Sedan 2.5,9990,84291,TC
2018,Volkswagen,Passat,2.0T SE with,23991,4308,TC
2018,Volkswagen,Passat,V6 GT,23908,8310,TC
2016,Volkswagen,Passat,1.8T SEL Auto,17977,34664,TC
2018,Volkswagen,Passat,V6 GT,23910,10488,TC
2015,Volkswagen,Passat,TDI SE with Sunroof,12991,84721,TC
2017,Volkswagen,Passat,1.8T SE with Technology,19988,24958,TC
2006,Volkswagen,Passat,2.0T FWD,5990,85285,TC
2013,Volkswagen,Passat,SEL Sedan 2.5 Auto (PZEV),11495,80619,TC
2014,Volkswagen,Passat,TDI SEL Premium Sedan,17900,13010,TC
2014,Volkswagen,Passat,SE Sedan 1.8T Auto,14900,49454,TC
2013,Volkswagen,Passat,TDI SE with Sunroof & Navigation Sedan,15988,43990,TC
2018,Volkswagen,Passat,V6 GT,23980,22480,TC
2019,Volkswagen,Passat,2.0T Wolfsburg Edition,23991,3521,TC
2019,Volkswagen,Passat,2.0T Wolfsburg Edition,23991,4126,TC
2013,Volkswagen,Passat,TDI SEL Premium Sedan,13500,67253,TC
2019,Volkswagen,Passat,2.0T Wolfsburg Edition,23991,5321,TC
2013,Volkswagen,Passat,S Sedan Auto,7995,139000,TC
2013,Volkswagen,Passat,TDI SE with Sunroof & Navigation Sedan,15988,66764,TC
2012,Volkswagen,Passat,SE 2.5,8495,135000,TC
2016,Volkswagen,Passat,1.8T SE with Technology Auto,19700,49799,TC
2007,Volkswagen,Passat,2.0T Sedan FWD,3950,196277,TC
2000,Volkswagen,Passat,GLS Sedan V6 4Motion,3995,161858,TC
2019,Volkswagen,Passat,2.0T Wolfsburg Edition,N/A,15202,TC
